epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,148.659,0.90169,1.98707,1.22115,0.85567,0.8125,0.93122,0.67272,1.21824,0.95961,1.14963,1.08871e-05,1.08871e-05,1.08871e-05
14,160.85,1.02153,1.89701,1.35307,0.86296,0.81095,0.93223,0.67646,1.21788,0.97402,1.1473,1.1488e-05,1.1488e-05,1.1488e-05
15,171.66,0.92675,1.51396,1.14503,0.86695,0.81032,0.93085,0.67601,1.21866,0.99641,1.14875,1.20418e-05,1.20418e-05,1.20418e-05
16,182.286,0.96172,1.36754,1.24222,0.85696,0.8136,0.91619,0.66987,1.22802,1.02607,1.15093,1.25486e-05,1.25486e-05,1.25486e-05
17,193.064,0.67036,0.92803,1.09902,0.85162,0.81509,0.91584,0.66105,1.2472,1.02538,1.16749,1.30081e-05,1.30081e-05,1.30081e-05
18,203.62,0.85187,1.0518,1.21004,0.85162,0.81509,0.91584,0.66105,1.2472,1.02538,1.16749,1.34206e-05,1.34206e-05,1.34206e-05
19,214.256,0.69793,0.74636,1.00143,0.84312,0.8164,0.92914,0.63389,1.27398,1.05226,1.19152,1.37859e-05,1.37859e-05,1.37859e-05
20,224.599,0.61045,1.11363,1.07625,0.84312,0.8164,0.92914,0.63389,1.27398,1.05226,1.19152,1.41041e-05,1.41041e-05,1.41041e-05
21,235.984,0.86526,0.96949,1.25393,0.84831,0.81474,0.93089,0.6038,1.35993,1.02028,1.29574,1.43752e-05,1.43752e-05,1.43752e-05
22,246.626,0.60613,1.06121,1.02389,0.84831,0.81474,0.93089,0.6038,1.35993,1.02028,1.29574,1.45992e-05,1.45992e-05,1.45992e-05
23,257.64,0.88979,1.2506,1.16775,0.84637,0.81456,0.91651,0.58982,1.45435,0.96699,1.41347,1.4776e-05,1.4776e-05,1.4776e-05
24,267.471,0.91246,1.49372,1.31432,0.84637,0.81456,0.91651,0.58982,1.45435,0.96699,1.41347,1.49057e-05,1.49057e-05,1.49057e-05
25,279.217,0.59218,0.91634,1.08028,0.82455,0.88606,0.95602,0.5717,1.48629,0.97993,1.4481,1.49883e-05,1.49883e-05,1.49883e-05
26,290.719,0.7521,0.89182,1.0717,0.82455,0.88606,0.95602,0.5717,1.48629,0.97993,1.4481,1.50238e-05,1.50238e-05,1.50238e-05
27,302.326,0.7561,1.20532,1.18186,0.85425,0.81206,0.88021,0.56378,1.42249,1.01037,1.34315,1.50121e-05,1.50121e-05,1.50121e-05
28,312.877,0.88986,0.96351,1.31273,0.85425,0.81206,0.88021,0.56378,1.42249,1.01037,1.34315,1.49533e-05,1.49533e-05,1.49533e-05
29,323.913,0.84128,0.92883,1.23276,0.82202,0.89876,0.95524,0.57318,1.43147,1.00194,1.34356,1.48474e-05,1.48474e-05,1.48474e-05
30,335.089,1.25456,1.26889,1.55723,0.82202,0.89876,0.95524,0.57318,1.43147,1.00194,1.34356,1.46944e-05,1.46944e-05,1.46944e-05
31,346.15,0.74741,0.88109,1.19623,0.82036,0.89044,0.95465,0.57956,1.44867,1.00902,1.34967,1.44942e-05,1.44942e-05,1.44942e-05
32,356.664,0.72422,0.70943,1.06299,0.82036,0.89044,0.95465,0.57956,1.44867,1.00902,1.34967,1.42469e-05,1.42469e-05,1.42469e-05
33,366.545,0.90225,1.84284,1.27192,0.82462,0.90563,0.95954,0.57194,1.455,1.02386,1.34661,1.39525e-05,1.39525e-05,1.39525e-05
34,377.124,0.77487,0.65617,1.20487,0.82462,0.90563,0.95954,0.57194,1.455,1.02386,1.34661,1.3611e-05,1.3611e-05,1.3611e-05
35,388.142,0.68333,0.95699,1.15309,0.66492,0.74419,0.78832,0.55597,1.46201,1.03178,1.34282,1.32223e-05,1.32223e-05,1.32223e-05
36,400.296,0.77362,1.12864,1.08787,0.66492,0.74419,0.78832,0.55597,1.46201,1.03178,1.34282,1.27866e-05,1.27866e-05,1.27866e-05
37,411.119,0.75136,0.80919,1.25308,0.83954,0.89161,0.95793,0.57506,1.46214,1.04239,1.34035,1.23036e-05,1.23036e-05,1.23036e-05
38,422.556,0.60893,0.66003,1.0129,0.83954,0.89161,0.95793,0.57506,1.46214,1.04239,1.34035,1.17736e-05,1.17736e-05,1.17736e-05
39,433.222,0.75738,1.1975,1.14682,0.85205,0.88525,0.95777,0.57633,1.4613,1.06018,1.32889,1.11965e-05,1.11965e-05,1.11965e-05
40,443.705,0.54152,0.68384,0.99795,0.85205,0.88525,0.95777,0.57633,1.4613,1.06018,1.32889,1.05722e-05,1.05722e-05,1.05722e-05
41,453.225,0.75386,0.6552,1.25536,0.86004,0.81472,0.92489,0.57342,1.45461,1.07423,1.31555,9.9008e-06,9.9008e-06,9.9008e-06
42,463.94,0.61364,0.55881,0.93277,0.86004,0.81472,0.92489,0.57342,1.45461,1.07423,1.31555,9.18228e-06,9.18228e-06,9.18228e-06
43,473.372,0.55881,0.5279,0.97282,0.78435,0.87624,0.93011,0.57946,1.46526,1.06686,1.32406,8.41663e-06,8.41663e-06,8.41663e-06
44,483.719,0.59644,0.51745,0.9653,0.78435,0.87624,0.93011,0.57946,1.46526,1.06686,1.32406,7.60386e-06,7.60386e-06,7.60386e-06
45,494.397,0.58923,0.44759,1.12952,0.76065,0.89907,0.93316,0.58027,1.46236,1.06363,1.33263,6.74397e-06,6.74397e-06,6.74397e-06
46,504.968,0.48105,0.43599,0.9972,0.76065,0.89907,0.93316,0.58027,1.46236,1.06363,1.33263,5.83695e-06,5.83695e-06,5.83695e-06
47,514.307,0.49662,0.41296,0.94193,0.76101,0.90222,0.93303,0.58487,1.45753,1.07211,1.32968,4.88281e-06,4.88281e-06,4.88281e-06
48,524.735,0.44227,0.43759,0.89216,0.76101,0.90222,0.93303,0.58487,1.45753,1.07211,1.32968,3.88154e-06,3.88154e-06,3.88154e-06
49,534.516,0.62787,0.59571,0.959,0.63451,0.76021,0.76744,0.5672,1.45342,1.07227,1.34378,2.83315e-06,2.83315e-06,2.83315e-06
50,543.436,0.47019,0.46556,0.81798,0.63451,0.76021,0.76744,0.5672,1.45342,1.07227,1.34378,1.73764e-06,1.73764e-06,1.73764e-06
